Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
3627,Providence College,2.79,Phd,Providence,M,N/A,0,1,4,Data Scientist,08/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,4.45,0
3628,Providence College,2.25,Phd,Providence,F,N/A,1,1,2,Data Scientist,04/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,7.83,0
3629,Providence College,3.05,Phd,Providence,F,0,0,1,2,Data Scientist,03/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,0.27,1
3630,Providence College,2.22,Phd,Providence,N/A,N/A,0,1,1,Data Scientist,05/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,4.5,0
3631,Providence College,2.41,Masters,Providence,N/A,N/A,1,0,2,Data Scientist,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,6.43,0
3632,Providence College,4.0,Phd,Providence,M,N/A,1,1,0,Data Scientist,11/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,1.54,1
3633,Providence College,3.08,Phd,Providence,N/A,0,1,0,0,Data Scientist,05/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,2.06,0
3634,Providence College,2.57,Bachelors,Providence,F,N/A,1,N/A,2,Data Scientist,11/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,5.38,0
3635,Providence College,3.99,Phd,Providence,N/A,1,1,0,1,Data Scientist,01/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,6.48,0
3636,Providence College,3.93,Bachelors,Providence,M,1,1,1,3,Data Scientist,07/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,2.31,1
3637,Providence College,2.88,Masters,Providence,F,N/A,0,0,1,Data Scientist,09/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,6.5,0
3638,Providence College,2.52,Masters,Providence,M,1,0,1,4,Data Scientist,02/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,2.28,0
3639,Providence College,3.68,Phd,Providence,M,0,0,0,3,Data Scientist,02/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,8.75,1
3640,Providence College,3.43,Masters,Providence,F,N/A,1,N/A,4,Data Scientist,08/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,3.83,0
3641,Providence College,3.37,Phd,Providence,M,0,1,1,2,Data Scientist,07/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,2.81,1
3642,Providence College,3.79,Masters,Providence,N/A,1,0,1,4,Data Scientist,07/15,11/15,N/A,N/A,N/A,N/A,N/A,N/A,5.73,0
3643,Providence College,3.38,Phd,Providence,N/A,1,0,0,2,Data Scientist,07/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,7.52,0
3644,Providence College,2.57,Phd,Providence,M,1,1,0,4,Data Scientist,12/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,6.54,1
3645,Providence College,3.39,Bachelors,Providence,N/A,1,1,0,3,Data Scientist,04/14,12/14,N/A,N/A,N/A,N/A,N/A,N/A,5.62,0
3646,Providence College,2.61,Bachelors,Providence,M,0,0,0,4,Data Scientist,06/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,6.86,0
3647,Providence College,3.52,Bachelors,Providence,N/A,N/A,0,0,1,Data Scientist,04/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,5.19,0
3648,Providence College,3.24,Bachelors,Providence,M,0,0,1,2,Data Scientist,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,9.19,1
3649,Providence College,2.15,Phd,Providence,N/A,N/A,0,N/A,0,Data Scientist,08/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,1.26,0
3650,Providence College,3.03,Masters,Providence,F,1,0,0,4,Data Scientist,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,9.67,0
3651,Providence College,2.69,Phd,Providence,F,1,1,1,2,Data Scientist,03/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,4.18,1
3652,Providence College,2.66,Bachelors,Providence,N/A,1,0,N/A,0,Data Scientist,03/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,2.22,0
3653,Providence College,3.2,Bachelors,Providence,M,1,0,N/A,2,Data Scientist,07/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,0.21,0
3654,Providence College,2.64,Masters,Providence,N/A,0,1,0,2,Data Scientist,06/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,0.35,0
3655,Providence College,3.55,Bachelors,Providence,M,N/A,0,1,0,Data Scientist,05/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A,5.1,0
3656,Providence College,2.14,Phd,Providence,N/A,N/A,1,1,0,Data Scientist,04/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,4.15,0
3657,Providence College,3.32,Phd,Providence,N/A,1,1,1,3,Data Scientist,03/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,8.95,0
3658,Providence College,3.62,Phd,Providence,F,0,0,1,4,Data Scientist,02/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,0.27,0
3659,Providence College,3.35,Phd,Providence,M,1,0,1,4,Data Scientist,03/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,1.27,1
3660,Providence College,2.99,Phd,Providence,M,N/A,1,N/A,2,Data Scientist,04/17,07/18,N/A,N/A,N/A,N/A,N/A,N/A,3.87,0
3661,Providence College,3.9,Masters,Providence,M,N/A,1,N/A,1,Data Scientist,11/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,2.03,1
3662,Providence College,2.6,Phd,Providence,M,0,1,N/A,1,Data Scientist,02/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.53,1
3663,Providence College,2.04,Bachelors,Providence,M,N/A,0,1,2,Data Scientist,04/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,8.41,1
3664,Providence College,2.86,Bachelors,Providence,F,0,0,N/A,3,Data Scientist,02/21,04/21,N/A,N/A,N/A,N/A,N/A,N/A,7.64,0
3665,Providence College,2.07,Bachelors,Providence,N/A,1,0,N/A,0,Data Scientist,07/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,0.43,0
3666,Providence College,3.91,Bachelors,Providence,M,1,0,0,2,Data Scientist,01/16,06/16,N/A,N/A,N/A,N/A,N/A,N/A,3.45,0
3667,Providence College,2.42,Masters,Providence,M,0,0,N/A,4,Data Scientist,05/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,8.36,1
3668,Providence College,3.58,Bachelors,Providence,N/A,1,1,0,1,Data Scientist,05/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,2.76,0
3669,Providence College,3.55,Masters,Providence,F,0,0,1,1,Data Scientist,07/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A,3.62,0
3670,Providence College,2.44,Bachelors,Providence,F,1,0,1,1,Data Scientist,09/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,9.01,0
3671,Providence College,3.24,Masters,Providence,F,1,1,1,3,Data Scientist,05/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,5.49,0
3672,Providence College,2.1,Masters,Providence,N/A,N/A,0,1,4,Data Scientist,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,3.16,0
3673,Providence College,2.97,Masters,Providence,N/A,N/A,0,N/A,3,Data Scientist,01/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,2.44,0
3674,Providence College,2.03,Bachelors,Providence,F,0,0,0,0,Data Scientist,02/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,8.54,0
3675,Providence College,3.84,Masters,Providence,F,1,1,1,2,Data Scientist,10/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,0.23,1
3676,Providence College,3.95,Phd,Providence,N/A,1,1,1,2,Data Scientist,12/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,9.76,0
3677,Providence College,2.44,Phd,Providence,F,1,0,0,1,Data Scientist,12/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,4.7,0
3678,Providence College,2.42,Bachelors,Providence,M,N/A,0,0,1,Data Scientist,01/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,3.65,0
3679,Providence College,3.51,Phd,Providence,N/A,0,0,0,0,Data Scientist,03/16,05/16,N/A,N/A,N/A,N/A,N/A,N/A,6.48,0
3680,Providence College,2.51,Phd,Providence,F,0,1,0,3,Data Scientist,06/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,5.84,0
3681,Providence College,3.79,Phd,Providence,M,0,1,0,4,Data Scientist,04/21,08/21,N/A,N/A,N/A,N/A,N/A,N/A,8.79,1
3682,Providence College,3.15,Bachelors,Providence,N/A,1,0,N/A,0,Data Scientist,01/19,06/19,N/A,N/A,N/A,N/A,N/A,N/A,3.12,0
3683,Providence College,2.7,Bachelors,Providence,N/A,0,0,0,2,Data Scientist,04/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,5.73,0
3684,Providence College,3.67,Phd,Providence,M,N/A,0,N/A,2,Data Scientist,10/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,4.61,1
3685,Providence College,2.99,Bachelors,Providence,N/A,N/A,0,0,3,Data Scientist,03/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,6.83,0
3686,Providence College,3.82,Masters,Providence,F,0,1,0,0,Data Scientist,01/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,2.32,0
3687,Providence College,3.86,Phd,Providence,N/A,1,1,1,4,Data Scientist,04/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,4.95,0
3688,Providence College,2.33,Bachelors,Providence,F,N/A,0,1,0,Data Scientist,07/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,4.29,1
3689,Providence College,2.0,Bachelors,Providence,M,N/A,1,1,0,Data Scientist,04/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,9.55,0
3690,Providence College,3.97,Phd,Providence,M,1,1,1,3,Data Scientist,12/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,3.77,1
3691,Providence College,3.81,Bachelors,Providence,N/A,1,0,1,4,Data Scientist,01/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A,4.04,0
3692,Providence College,2.11,Phd,Providence,M,0,0,1,2,Data Scientist,05/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,8.87,1
3693,Providence College,3.67,Bachelors,Providence,M,N/A,0,0,1,Data Scientist,08/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,7.6,1
3694,Providence College,2.92,Masters,Providence,N/A,N/A,0,0,4,Data Scientist,06/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,4.36,0
3695,Providence College,2.52,Phd,Providence,F,0,1,1,2,Data Scientist,05/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,3.78,0
3696,Providence College,3.76,Masters,Providence,N/A,0,0,1,3,Data Scientist,06/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,0.77,0
3697,Providence College,2.39,Phd,Providence,N/A,N/A,0,1,4,Data Scientist,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,3.62,0
3698,Providence College,3.89,Bachelors,Providence,F,N/A,0,0,4,Data Scientist,09/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,4.82,0
3699,Providence College,2.41,Masters,Providence,F,1,0,1,2,Data Scientist,03/18,08/18,N/A,N/A,N/A,N/A,N/A,N/A,6.51,0
3700,Providence College,3.23,Bachelors,Providence,F,1,1,1,2,Data Scientist,01/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,1.28,1
3701,Providence College,2.45,Phd,Providence,N/A,N/A,0,0,0,Data Scientist,03/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,3.57,0
3702,Providence College,3.09,Phd,Providence,F,N/A,0,0,0,Data Scientist,08/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,1.98,0
3703,Providence College,3.37,Phd,Providence,M,1,1,N/A,4,Data Scientist,07/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A,8.86,1
3704,Providence College,2.38,Phd,Providence,F,0,0,1,1,Data Scientist,02/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,5.27,0
3705,Providence College,3.04,Phd,Providence,M,0,0,0,3,Data Scientist,01/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,5.55,0
3706,Providence College,2.94,Masters,Providence,F,N/A,0,N/A,2,Data Scientist,05/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,2.87,0
3707,Providence College,2.14,Phd,Providence,M,N/A,1,0,0,Data Scientist,10/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,6.46,1
3708,Providence College,3.64,Bachelors,Providence,M,1,0,N/A,3,Data Scientist,06/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,7.42,0
3709,Providence College,2.67,Masters,Providence,M,N/A,0,N/A,4,Data Scientist,07/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.68,0
3710,Providence College,3.15,Bachelors,Providence,M,0,0,1,2,Data Scientist,08/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.12,1
3711,Providence College,3.03,Phd,Providence,M,1,1,1,2,Data Scientist,12/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A,0.44,1
3712,Providence College,3.03,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,04/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,6.97,0
3713,Providence College,2.21,Masters,Providence,N/A,0,0,1,1,Data Scientist,12/19,11/21,N/A,N/A,N/A,N/A,N/A,N/A,8.84,0
3714,Providence College,2.85,Masters,Providence,N/A,0,0,0,2,Data Scientist,04/18,08/18,N/A,N/A,N/A,N/A,N/A,N/A,0.18,0
3715,Providence College,2.9,Masters,Providence,N/A,1,1,0,1,Data Scientist,11/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,2.02,0
3716,Providence College,3.47,Bachelors,Providence,N/A,N/A,1,N/A,3,Data Scientist,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,7.93,0
3717,Providence College,3.68,Masters,Providence,N/A,0,0,N/A,2,Data Scientist,09/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,5.5,0
3718,Providence College,3.09,Bachelors,Providence,M,1,0,0,2,Data Scientist,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,2.85,1
3719,Providence College,2.17,Phd,Providence,F,N/A,1,0,1,Data Scientist,05/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,6.52,0
3720,Providence College,2.47,Phd,Providence,M,N/A,0,N/A,0,Data Scientist,08/21,11/21,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0
3721,Providence College,2.33,Bachelors,Providence,F,1,1,0,4,Data Scientist,08/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,4.89,0
3722,Providence College,2.25,Masters,Providence,F,0,1,0,3,Data Scientist,12/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,5.25,0
3723,Providence College,2.73,Bachelors,Providence,F,N/A,1,N/A,2,Data Scientist,03/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,3.3,0
3724,Providence College,2.46,Bachelors,Providence,F,0,0,1,0,Data Scientist,12/16,10/18,N/A,N/A,N/A,N/A,N/A,N/A,8.54,0
3725,Providence College,2.44,Bachelors,Providence,N/A,1,1,0,2,Data Scientist,01/16,11/16,N/A,N/A,N/A,N/A,N/A,N/A,9.83,0
3726,Providence College,2.11,Phd,Providence,F,0,1,1,3,Data Scientist,04/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1
3727,Providence College,2.04,Bachelors,Providence,F,N/A,0,1,4,Data Scientist,12/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,6.68,1
3728,Providence College,2.21,Phd,Providence,N/A,1,0,0,2,Data Scientist,12/15,08/17,N/A,N/A,N/A,N/A,N/A,N/A,3.58,0
3729,Providence College,2.34,Bachelors,Providence,M,N/A,0,1,1,Data Scientist,05/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,2.41,0
3730,Providence College,2.86,Phd,Providence,M,N/A,1,N/A,0,Data Scientist,07/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,2.05,1
3731,Providence College,3.02,Bachelors,Providence,M,1,1,0,4,Data Scientist,09/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,3.61,1
3732,Providence College,2.28,Bachelors,Providence,M,1,0,0,2,Data Scientist,05/21,09/21,N/A,N/A,N/A,N/A,N/A,N/A,9.72,1
3733,Providence College,2.85,Masters,Providence,F,0,1,1,4,Data Scientist,10/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,8.34,0
3734,Providence College,2.68,Masters,Providence,N/A,1,0,0,1,Data Scientist,02/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,6.29,0
3735,Providence College,2.37,Bachelors,Providence,N/A,0,0,0,2,Data Scientist,05/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,5.37,0
3736,Providence College,2.01,Bachelors,Providence,M,1,0,1,4,Data Scientist,10/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,0.12,0
3737,Providence College,2.93,Bachelors,Providence,N/A,N/A,0,1,2,Data Scientist,03/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,0.69,0
3738,Providence College,3.37,Bachelors,Providence,F,0,0,0,2,Data Scientist,06/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,5.82,0
3739,Providence College,2.45,Masters,Providence,M,1,1,0,4,Data Scientist,07/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,5.27,1
3740,Providence College,2.26,Phd,Providence,F,0,1,N/A,2,Data Scientist,03/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,1.4,0
3741,Providence College,3.77,Bachelors,Providence,F,0,0,N/A,1,Data Scientist,05/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,4.22,0
3742,Providence College,2.55,Masters,Providence,F,0,1,0,4,Data Scientist,05/20,08/20,N/A,N/A,N/A,N/A,N/A,N/A,1.68,0
3743,Providence College,2.45,Bachelors,Providence,F,N/A,1,0,4,Data Scientist,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.11,0
3744,Providence College,3.71,Bachelors,Providence,F,1,0,N/A,1,Data Scientist,02/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A,2.95,0
3745,Providence College,3.63,Phd,Providence,M,1,1,1,1,Data Scientist,07/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,3.76,1
3746,Providence College,2.9,Bachelors,Providence,F,0,1,0,1,Data Scientist,01/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.66,0
3747,Providence College,2.98,Bachelors,Providence,M,1,0,N/A,2,Data Scientist,08/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,8.08,0
3748,Providence College,2.44,Phd,Providence,N/A,N/A,1,N/A,2,Data Scientist,07/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.09,0
3749,Providence College,2.16,Phd,Providence,F,0,1,0,3,Data Scientist,07/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,0.57,0
3750,Providence College,3.15,Phd,Providence,F,N/A,1,0,2,Data Scientist,05/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,0.58,0
3751,Providence College,2.2,Phd,Providence,N/A,N/A,1,N/A,1,Data Scientist,02/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,9.97,0
3752,Providence College,2.9,Masters,Providence,M,1,1,0,3,Data Scientist,01/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A,9.72,1
3753,Providence College,3.88,Masters,Providence,F,1,0,1,1,Data Scientist,01/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,5.04,0
3754,Providence College,3.91,Masters,Providence,N/A,0,0,0,0,Data Scientist,09/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,1.98,0
3755,Providence College,2.48,Bachelors,Providence,N/A,N/A,0,N/A,4,Data Scientist,07/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,0.06,0
3756,Providence College,3.25,Phd,Providence,F,1,0,N/A,0,Data Scientist,09/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A,0.31,0
3757,Providence College,2.95,Phd,Providence,M,0,0,0,1,Data Scientist,11/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,7.93,1
3758,Providence College,3.75,Masters,Providence,M,0,1,N/A,2,Data Scientist,07/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,2.35,1
3759,Providence College,2.54,Bachelors,Providence,F,1,1,1,4,Data Scientist,10/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,7.79,1
3760,Providence College,2.01,Bachelors,Providence,N/A,N/A,0,0,2,Data Scientist,07/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,3.51,0
3761,Providence College,2.33,Bachelors,Providence,F,0,0,0,2,Data Scientist,08/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,3.09,0
3762,Providence College,2.7,Masters,Providence,M,1,0,N/A,4,Data Scientist,01/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,7.26,0
3763,Providence College,2.63,Bachelors,Providence,N/A,0,1,1,4,Data Scientist,01/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,9.76,0
3764,Providence College,3.58,Bachelors,Providence,F,1,1,0,0,Data Scientist,07/15,03/17,N/A,N/A,N/A,N/A,N/A,N/A,3.41,1
3765,Providence College,3.36,Bachelors,Providence,N/A,0,1,N/A,1,Data Scientist,10/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.18,0
3766,Providence College,2.6,Phd,Providence,M,N/A,1,0,2,Data Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,6.87,0
3767,Providence College,2.92,Masters,Providence,M,0,1,1,1,Data Scientist,03/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,9.36,1
3768,Providence College,2.19,Phd,Providence,M,1,1,N/A,1,Data Scientist,11/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,7.07,1
3769,Providence College,3.8,Phd,Providence,F,1,0,0,3,Data Scientist,02/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,9.96,1
3770,Providence College,3.87,Masters,Providence,N/A,1,1,N/A,0,Data Scientist,09/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,4.31,0
3771,Providence College,3.96,Phd,Providence,F,N/A,0,N/A,2,Data Scientist,01/19,04/19,N/A,N/A,N/A,N/A,N/A,N/A,1.24,0
3772,Providence College,3.74,Bachelors,Providence,F,1,0,1,4,Data Scientist,02/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,3.34,0
3773,Providence College,2.35,Bachelors,Providence,F,1,1,1,4,Data Scientist,09/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,1.19,0
3774,Providence College,2.09,Bachelors,Providence,F,N/A,1,0,1,Data Scientist,08/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,8.29,1
3775,Providence College,3.16,Bachelors,Providence,N/A,1,1,N/A,0,Data Scientist,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,3.59,0
3776,Providence College,3.83,Masters,Providence,N/A,1,1,N/A,0,Data Scientist,04/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,2.91,0
3777,Providence College,2.35,Phd,Providence,F,N/A,1,N/A,2,Data Scientist,08/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,2.37,0
3778,Providence College,2.01,Phd,Providence,F,0,1,0,2,Data Scientist,08/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.67,1
3779,Providence College,3.61,Bachelors,Providence,M,1,1,1,1,Data Scientist,11/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,8.38,0
3780,Providence College,2.15,Bachelors,Providence,M,0,1,1,1,Data Scientist,08/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,2.71,0
3781,Providence College,2.83,Phd,Providence,N/A,N/A,0,N/A,1,Data Scientist,01/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,1.92,0
3782,Providence College,3.36,Masters,Providence,M,1,0,0,3,Data Scientist,09/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,6.63,1
3783,Providence College,2.47,Phd,Providence,N/A,1,1,N/A,0,Data Scientist,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,0.13,0
3784,Providence College,2.17,Bachelors,Providence,N/A,N/A,0,1,1,Data Scientist,01/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A,1.98,0
3785,Providence College,3.54,Bachelors,Providence,N/A,1,1,N/A,0,Data Scientist,10/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,2.79,0
3786,Providence College,3.26,Masters,Providence,M,0,0,N/A,4,Data Scientist,08/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,1.27,1
3787,Providence College,3.98,Phd,Providence,M,0,0,N/A,4,Data Scientist,09/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.19,1
3788,Providence College,2.69,Masters,Providence,N/A,N/A,1,1,0,Data Scientist,09/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,7.95,0
3789,Providence College,2.12,Masters,Providence,N/A,1,1,0,4,Data Scientist,06/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,6.25,0
3790,Providence College,3.47,Bachelors,Providence,F,1,1,N/A,4,Data Scientist,01/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,1.85,0
3791,Providence College,3.04,Phd,Providence,N/A,N/A,0,1,4,Data Scientist,08/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.78,0
3792,Providence College,2.43,Bachelors,Providence,N/A,0,0,N/A,2,Data Scientist,09/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,1.08,0
3793,Providence College,3.56,Phd,Providence,F,0,1,0,2,Data Scientist,06/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,3.63,0
3794,Providence College,2.41,Bachelors,Providence,N/A,N/A,0,N/A,0,Data Scientist,09/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,5.66,0
3795,Providence College,2.52,Bachelors,Providence,N/A,1,1,0,0,Data Scientist,02/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,0.99,0
3796,Providence College,2.19,Phd,Providence,N/A,0,0,1,3,Data Scientist,08/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,0.18,0
3797,Providence College,2.8,Phd,Providence,F,1,1,0,2,Data Scientist,01/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,2.5,0
3798,Providence College,2.84,Bachelors,Providence,M,0,0,0,0,Data Scientist,08/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A,3.59,1
3799,Providence College,3.03,Phd,Providence,N/A,1,1,1,2,Data Scientist,11/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,3.33,0
3800,Providence College,3.42,Bachelors,Providence,F,0,1,0,3,Data Scientist,06/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,3.78,1
3801,Providence College,3.81,Phd,Providence,N/A,1,1,0,0,Data Scientist,09/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,2.22,0
3802,Providence College,2.28,Bachelors,Providence,F,N/A,0,1,0,Data Scientist,09/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,6.35,0
3803,Providence College,2.11,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,08/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,2.37,0
3804,Providence College,2.04,Bachelors,Providence,F,N/A,0,0,0,Data Scientist,06/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.42,0
